Datum;TN;TX;UX;UN
16-5-2018;105;203;77;57
17-5-2018;94;141;76;60
18-5-2018;99;136;83;61
19-5-2018;70;144;99;73
20-5-2018;59;244;99;38
21-5-2018;89;268;73;29
22-5-2018;133;239;84;40
23-5-2018;149;268;86;33
24-5-2018;129;267;78;39
25-5-2018;160;240;91;58
26-5-2018;148;297;88;33
27-5-2018;156;279;76;41
28-5-2018;166;299;95;39
29-5-2018;180;319;96;38
30-5-2018;175;274;96;49
31-5-2018;176;268;98;64
1-6-2018;150;223;98;79
2-6-2018;151;200;96;80
3-6-2018;161;235;93;62
4-6-2018;155;206;94;71
5-6-2018;127;199;90;62
6-6-2018;111;280;94;40
7-6-2018;151;282;85;25
8-6-2018;171;194;93;82
9-6-2018;159;233;93;72
10-6-2018;127;212;94;69
11-6-2018;115;224;93;56
12-6-2018;130;164;91;67
13-6-2018;124;182;95;54
14-6-2018;110;200;96;51
15-6-2018;118;240;99;44
16-6-2018;139;220;92;37
17-6-2018;135;192;83;57
18-6-2018;141;190;96;71
19-6-2018;152;203;93;74
20-6-2018;144;246;97;57
21-6-2018;115;174;94;54
22-6-2018;116;158;77;60
23-6-2018;117;191;82;51
24-6-2018;104;171;95;69
25-6-2018;113;192;91;60
26-6-2018;107;196;94;63
27-6-2018;95;246;96;57
28-6-2018;131;266;98;39
29-6-2018;125;241;95;52
30-6-2018;126;272;97;21
1-7-2018;109;262;75;24
2-7-2018;105;258;85;25
3-7-2018;111;242;98;47
4-7-2018;110;229;95;53
5-7-2018;129;212;97;64
6-7-2018;129;233;86;29
7-7-2018;111;225;93;41
8-7-2018;117;224;93;48
9-7-2018;129;220;96;66
10-7-2018;140;214;93;53
11-7-2018;118;228;94;53
12-7-2018;140;223;92;64
13-7-2018;117;219;96;60
14-7-2018;117;229;96;53
15-7-2018;108;276;94;33
16-7-2018;133;288;85;29
17-7-2018;146;256;88;52
18-7-2018;132;257;95;39
19-7-2018;147;253;88;36
20-7-2018;128;257;92;42
21-7-2018;151;257;83;50
22-7-2018;153;267;92;48
23-7-2018;144;282;95;47
24-7-2018;181;307;92;43
25-7-2018;190;292;85;46
26-7-2018;181;356;94;25
27-7-2018;219;351;57;21
28-7-2018;156;281;85;42
29-7-2018;147;272;80;32
30-7-2018;183;298;90;40
31-7-2018;141;276;94;48
1-8-2018;120;264;97;42
2-8-2018;160;284;87;43
3-8-2018;165;296;90;30
4-8-2018;175;266;85;63
5-8-2018;144;240;91;48
6-8-2018;125;295;95;32
7-8-2018;159;326;92;28
8-8-2018;144;232;91;66
9-8-2018;117;235;97;55
10-8-2018;127;211;93;51
11-8-2018;117;202;96;53
12-8-2018;118;260;89;45
13-8-2018;164;227;96;68
14-8-2018;172;218;94;61
15-8-2018;166;226;90;67
16-8-2018;149;219;93;67
17-8-2018;129;218;98;52
18-8-2018;124;214;94;65
19-8-2018;174;221;95;67
20-8-2018;157;221;96;71
21-8-2018;156;252;97;61
22-8-2018;147;259;98;62
23-8-2018;136;222;96;70
24-8-2018;111;192;96;53
25-8-2018;86;177;97;62
26-8-2018;70;194;97;48
27-8-2018;127;195;97;66
28-8-2018;124;218;96;58
29-8-2018;99;199;98;67
30-8-2018;102;187;91;57
31-8-2018;92;191;98;53
1-9-2018;80;199;97;51
2-9-2018;81;221;97;49
3-9-2018;140;229;97;75
4-9-2018;168;251;99;73
5-9-2018;159;230;98;69
6-9-2018;131;193;96;79
7-9-2018;122;171;96;53
8-9-2018;111;184;91;62
9-9-2018;125;222;88;58
10-9-2018;135;190;96;66
11-9-2018;144;213;92;72
12-9-2018;112;183;98;77
13-9-2018;72;181;99;52
14-9-2018;66;194;96;56
15-9-2018;102;191;94;58
16-9-2018;110;216;90;54
17-9-2018;102;234;90;44
18-9-2018;134;240;88;55
19-9-2018;134;232;91;54
20-9-2018;160;229;86;59
21-9-2018;91;201;88;54
22-9-2018;96;151;96;78
23-9-2018;97;121;97;67
24-9-2018;78;152;95;54
25-9-2018;46;160;98;51
26-9-2018;61;181;89;64
27-9-2018;78;207;92;43
28-9-2018;56;157;93;53
29-9-2018;27;158;96;47
30-9-2018;27;163;94;60
1-10-2018;63;130;90;57
2-10-2018;76;166;97;71
3-10-2018;90;150;94;57
4-10-2018;113;174;94;74
5-10-2018;75;204;98;55
6-10-2018;61;199;98;63
7-10-2018;53;146;98;63
8-10-2018;45;163;97;61
9-10-2018;60;182;96;57
10-10-2018;53;224;97;56
11-10-2018;83;231;96;53
12-10-2018;142;225;90;55
13-10-2018;162;260;82;52
14-10-2018;116;235;89;46
15-10-2018;128;232;97;56
16-10-2018;106;236;98;50
17-10-2018;96;193;97;69
18-10-2018;64;161;97;61
19-10-2018;36;144;98;63
20-10-2018;24;159;98;64
21-10-2018;80;163;94;63
22-10-2018;39;150;92;53
